"SampleID"
"11259.PHT.20.132.Cort.1900"
"11259.PHT.20.132.Cort.Waking"
"11259.PHT.20.132.Cort.1200"
"11259.PHT.20.132.Cort.1000"
"11259.PHT.20.132.Cort.1600"
"11259.PHT.20.129.Cort.1900"
"11259.PHT.20.129.Cort.1600"
"11259.PHT.20.129.Cort.1200"
"11259.PHT.20.129.Cort.Waking"
"11259.PHT.20.129.Cort.1000"
"11259.PHT.20.044.Cort.1600"
"11259.PHT.20.044.Cort.1200"
"11259.PHT.20.044.Cort.1000"
"11259.PHT.20.044.Cort.Waking"
"11259.PHT.20.162.Cort.1200"
"11259.PHT.20.162.Cort.1000"
"11259.PHT.20.162.Cort.1600"
"11259.PHT.20.162.Cort.1900"
"11259.PHT.20.162.Cort.Waking"
"11259.PHT.20.131.Cort.1900"
"11259.PHT.20.131.Cort.1600"
"11259.PHT.20.131.Cort.Waking"
"11259.PHT.20.131.Cort.1000"
"11259.PHT.20.131.Cort.1200"
"11259.PHT.20.144.Cort.1600"
"11259.PHT.20.144.Cort.1000"
"11259.PHT.20.144.Cort.Waking"
"11259.PHT.20.144.Cort.1900"
"11259.PHT.20.153.Cort.Waking"
"11259.PHT.20.153.Cort.1900"
"11259.PHT.20.153.Cort.1200"
"11259.PHT.20.147.Cort.Waking"
"11259.PHT.20.104.Cort.1000"
"11259.PHT.20.104.Cort.1200"
"11259.PHT.20.104.Cort.1600"
"11259.PHT.20.104.Cort.1900"
"11259.PHT.20.134.Cort.Waking"
"11259.PHT.20.134.Cort.1600"
"11259.PHT.20.134.Cort.1200"
"11259.PHT.20.134.Cort.1000"
"11259.PHT.20.134.Cort.1900"
"11259.PHT.20.121.Cort.1000"
"11259.PHT.20.121.Cort.1200"
"11259.PHT.20.121.Cort.Waking"
"11259.PHT.20.121.Cort.1600"
"11259.PHT.20.121.Cort.1900"
"11259.PHT.20.154.Cort.1900"
"11259.PHT.20.154.Cort.1200"
"11259.PHT.20.154.Cort.Waking"
"11259.PHT.20.154.Cort.1600"
"11259.PHT.20.108.Cort.1900"
"11259.PHT.20.108.Cort.Waking"
"11259.PHT.20.108.Cort.1000"
"11259.PHT.20.108.Cort.1600"
"11259.PHT.20.130.Cort.1000"
"11259.PHT.20.130.Cort.Waking"
"11259.PHT.20.130.Cort.1200"
"11259.PHT.20.130.Cort.1600"
"11259.PHT.20.130.Cort.1900"
"11259.PHT.20.118.Cort.1600"
"11259.PHT.20.118.Cort.1000"
"11259.PHT.20.118.Cort.1200"
"11259.PHT.20.118.Cort.1900"
"11259.PHT.20.118.Cort.Waking"
"11259.PHT.20.123.Cort.1900"
"11259.PHT.20.123.Cort.Waking"
"11259.PHT.20.123.Cort.1200"
"11259.PHT.20.128.Cort.1200"
"11259.PHT.20.128.Cort.1000"
"11259.PHT.20.128.Cort.Waking"
"11259.PHT.20.128.Cort.1600"
"11259.PHT.20.128.Cort.1900"
"11259.PHT.20.077.Cort.1900"
"11259.PHT.20.077.Cort.1600"
"11259.PHT.20.077.Cort.1200"
"11259.PHT.20.077.Cort.1000"
"11259.PHT.20.077.Cort.Waking"
"11259.PHT.20.141.Cort.1900"
"11259.PHT.20.141.Cort.Waking"
"11259.PHT.20.109.Cort.1600"
"11259.PHT.20.109.Cort.1000"
"11259.PHT.20.109.Cort.1200"
"11259.PHT.20.109.Cort.1900"
"11259.PHT.20.109.Cort.Waking"
"11259.PHT.20.110.Cort.Waking"
"11259.PHT.20.110.Cort.1900"
"11259.PHT.20.110.Cort.1200"
"11259.PHT.20.110.Cort.1000"
"11259.PHT.20.110.Cort.1600"
"11259.PHT.20.155.Cort.1600"
"11259.PHT.20.155.Cort.1000"
"11259.PHT.20.155.Cort.Waking"
"11259.PHT.20.155.Cort.1200"
"11259.PHT.20.155.Cort.1900"
"11259.PHT.20.091.Cort.1000"
"11259.PHT.20.091.Cort.1900"
"11259.PHT.20.150.Cort.1900"
"11259.PHT.20.150.Cort.1600"
"11259.PHT.20.150.Cort.Waking"
"11259.PHT.20.143.Cort.1600"
"11259.PHT.20.143.Cort.1000"
"11259.PHT.20.143.Cort.1900"
"11259.PHT.20.156.Cort.1600"
"11259.PHT.20.156.Cort.Waking"
"11259.PHT.20.156.Cort.1900"
"11259.PHT.20.149.Cort.1000"
"11259.PHT.20.149.Cort.1200"
"11259.PHT.20.149.Cort.1600"
"11259.PHT.20.149.Cort.1900"
"11259.PHT.20.149.Cort.Waking"
"11259.PHT.20.138.Cort.1900"
"11259.PHT.20.138.Cort.1600"
"11259.PHT.20.138.Cort.1200"
"11259.PHT.20.138.Cort.Waking"
"11259.PHT.20.138.Cort.1000"
"11259.PHT.20.033.Cort.1900"
"11259.PHT.20.033.Cort.1600"
"11259.PHT.20.033.Cort.1000"
"11259.PHT.20.033.Cort.1200"
"11259.PHT.20.033.Cort.Waking"
"11259.PHT.20.120.Cort.1900"
"11259.PHT.20.120.Cort.Waking"
