"SampleID"
"11259.PHT.20.120.Cort.1600"
"11259.PHT.20.120.Cort.1000"
"11259.PHT.20.120.Cort.1200"
"11259.PHT.20.055.Cort.1600"
"11259.PHT.20.055.Cort.1200"
"11259.PHT.20.055.Cort.1000"
"11259.PHT.20.055.Cort.Waking"
"11259.PHT.20.105.Cort.1600"
"11259.PHT.20.105.Cort.1200"
"11259.PHT.20.142.Cort.Waking"
"11259.PHT.20.142.Cort.1900"
"11259.PHT.20.142.Cort.1000"
"11259.PHT.20.142.Cort.1200"
"11259.PHT.20.142.Cort.1600"
"11259.PHT.20.067.Cort.1200"
"11259.PHT.20.067.Cort.1000"
"11259.PHT.20.067.Cort.1600"
"11259.PHT.20.067.Cort.1900"
"11259.PHT.20.067.Cort.Waking"
"11259.PHT.20.087.Cort.Waking"
"11259.PHT.20.087.Cort.1600"
"11259.PHT.20.087.Cort.1000"
"11259.PHT.20.087.Cort.1200"
"11259.PHT.20.087.Cort.1900"
"11259.PHT.20.157.Cort.Waking"
"11259.PHT.20.157.Cort.1900"
"11259.PHT.20.157.Cort.1600"
"11259.PHT.20.157.Cort.1200"
"11259.PHT.20.157.Cort.1000"
"11259.PHT.20.101.Cort.1900"
"11259.PHT.20.101.Cort.1200"
"11259.PHT.20.101.Cort.1000"
"11259.PHT.20.101.Cort.1600"
"11259.PHT.20.163.Cort.1200"
"11259.PHT.20.163.Cort.1000"
"11259.PHT.20.163.Cort.Waking"
"11259.PHT.20.047.Cort.1900"
"11259.PHT.20.047.Cort.1000"
"11259.PHT.20.047.Cort.1200"
"11259.PHT.20.047.Cort.1600"
"11259.PHT.20.046.Cort.Waking"
"11259.PHT.20.046.Cort.1000"
"11259.PHT.20.046.Cort.1200"
"11259.PHT.20.046.Cort.1900"
"11259.PHT.20.085.Cort.1900"
"11259.PHT.20.085.Cort.1600"
"11259.PHT.20.085.Cort.1200"
"11259.PHT.20.085.Cort.1000"
"11259.PHT.20.085.Cort.Waking"
"11259.PHT.20.041.Cort.1600"
"11259.PHT.20.041.Cort.1000"
"11259.PHT.20.041.Cort.1200"
"11259.PHT.20.041.Cort.Waking"
"11259.PHT.20.041.Cort.1900"
"11259.PHT.20.036.Cort.1600"
"11259.PHT.20.036.Cort.1200"
"11259.PHT.20.036.Cort.1000"
"11259.PHT.20.036.Cort.Waking"
"11259.PHT.20.036.Cort.1900"
"11259.PHT.20.043.Cort.Waking"
"11259.PHT.20.043.Cort.1600"
"11259.PHT.20.043.Cort.1200"
"11259.PHT.20.043.Cort.1000"
"11259.PHT.20.038.Cort.Waking"
"11259.PHT.20.038.Cort.1600"
"11259.PHT.20.038.Cort.1000"
"11259.PHT.20.038.Cort.1200"
"11259.PHT.20.038.Cort.1900"
"11259.PHT.20.122.Cort.1200"
"11259.PHT.20.122.Cort.1000"
"11259.PHT.20.122.Cort.1900"
"11259.PHT.20.122.Cort.Waking"
"11259.PHT.20.096.Cort.Waking"
"11259.PHT.20.092.Cort.1200"
"11259.PHT.20.092.Cort.1000"
"11259.PHT.20.096.Cort.1600"
"11259.PHT.20.092.Cort.1600"
"11259.PHT.20.096.Cort.1000"
"11259.PHT.20.092.Cort.Waking"
"11259.PHT.20.096.Cort.1200"
"11259.PHT.20.092.Cort.1900"
"11259.PHT.20.096.Cort.1900"
"11259.PHT.20.071.Cort.1200"
"11259.PHT.20.071.Cort.1000"
"11259.PHT.20.071.Cort.1600"
"11259.PHT.20.071.Cort.1900"
"11259.PHT.20.071.Cort.Waking"
"11259.PHT.20.084.Cort.1000"
"11259.PHT.20.084.Cort.1600"
"11259.PHT.20.084.Cort.1900"
"11259.PHT.20.084.Cort.Waking"
"11259.PHT.20.072.Cort.Waking"
"11259.PHT.20.072.Cort.1600"
"11259.PHT.20.072.Cort.1000"
"11259.PHT.20.072.Cort.1200"
"11259.PHT.20.072.Cort.1900"
"11259.PHT.20.100.Cort.1200"
"11259.PHT.20.100.Cort.1000"
"11259.PHT.20.100.Cort.Waking"
"11259.PHT.20.100.Cort.1900"
"11259.PHT.20.086.Cort.Waking"
"11259.PHT.20.086.Cort.1900"
"11259.PHT.20.086.Cort.1000"
"11259.PHT.20.086.Cort.1200"
"11259.PHT.20.086.Cort.1600"
"11259.PHT.20.127.Cort.1900"
"11259.PHT.20.127.Cort.1600"
"11259.PHT.20.127.Cort.1000"
"11259.PHT.20.127.Cort.1200"
"11259.PHT.20.127.Cort.Waking"
"11259.PHT.20.083.Cort.1200"
"11259.PHT.20.083.Cort.1000"
"11259.PHT.20.083.Cort.1600"
"11259.PHT.20.083.Cort.Waking"
"11259.PHT.20.083.Cort.1900"
"11259.PHT.20.103.Cort.1000"
"11259.PHT.20.103.Cort.1200"
"11259.PHT.20.103.Cort.Waking"
"11259.PHT.20.103.Cort.1600"
"11259.PHT.20.103.Cort.1900"
"11259.PHT.20.062.Cort.1900"
"11259.PHT.20.062.Cort.1000"
"11259.PHT.20.062.Cort.1200"
"11259.PHT.20.062.Cort.Waking"
"11259.PHT.20.062.Cort.1600"
"11259.PHT.20.093.Cort.1900"
"11259.PHT.20.093.Cort.1600"
"11259.PHT.20.093.Cort.Waking"
"11259.PHT.20.093.Cort.1200"
"11259.PHT.20.093.Cort.1000"
"11259.PHT.20.098.Cort.1600"
"11259.PHT.20.098.Cort.1200"
"11259.PHT.20.098.Cort.Waking"
"11259.PHT.20.098.Cort.1900"
"11259.PHT.20.079.Cort.Waking"
"11259.PHT.20.079.Cort.1900"
"11259.PHT.20.079.Cort.1600"
"11259.PHT.20.079.Cort.1000"
"11259.PHT.20.079.Cort.1200"
