'FEATURE_ID=1868'
'FEATURE_ID=1842'
'FEATURE_ID=2538'
'FEATURE_ID=1866'
'FEATURE_ID=9622'
'FEATURE_ID=1803'
'FEATURE_ID=1607'
'FEATURE_ID=2287'
'FEATURE_ID=1752'
'FEATURE_ID=1922'
'FEATURE_ID=2563'
'FEATURE_ID=2464'
'FEATURE_ID=1400'
'FEATURE_ID=1641'
'FEATURE_ID=1819'
'FEATURE_ID=2581'
'FEATURE_ID=1800'
'FEATURE_ID=8025'
'FEATURE_ID=7568'
'FEATURE_ID=1885'
'FEATURE_ID=1674'
'FEATURE_ID=1771'
'FEATURE_ID=2154'
'FEATURE_ID=1787'
'FEATURE_ID=1895'
'FEATURE_ID=2585'
'FEATURE_ID=8022'
'FEATURE_ID=3829'
'FEATURE_ID=1395'
'FEATURE_ID=2227'
'FEATURE_ID=3919'
'FEATURE_ID=2165'
'FEATURE_ID=820'
'FEATURE_ID=1589'
'FEATURE_ID=1827'
'FEATURE_ID=2087'
'FEATURE_ID=5528'
'FEATURE_ID=1802'
'FEATURE_ID=190'
'FEATURE_ID=1396'
'FEATURE_ID=1801'
'FEATURE_ID=3503'
'FEATURE_ID=1647'
'FEATURE_ID=1715'
'FEATURE_ID=2330'
'FEATURE_ID=8793'
'FEATURE_ID=1730'
'FEATURE_ID=1593'
'FEATURE_ID=1602'
'FEATURE_ID=2255'
'FEATURE_ID=1653'
'FEATURE_ID=1856'
'FEATURE_ID=1670'
'FEATURE_ID=1597'
'FEATURE_ID=1591'
'FEATURE_ID=1622'
'FEATURE_ID=1393'
'FEATURE_ID=1621'
'FEATURE_ID=2104'
'FEATURE_ID=2144'
'FEATURE_ID=1550'
'FEATURE_ID=94'
'FEATURE_ID=3952'
'FEATURE_ID=1561'
'FEATURE_ID=1547'
'FEATURE_ID=1680'
'FEATURE_ID=1871'
'FEATURE_ID=1869'
'FEATURE_ID=11631'
'FEATURE_ID=1695'
'FEATURE_ID=2507'
'FEATURE_ID=1739'
'FEATURE_ID=2247'
'FEATURE_ID=1609'
'FEATURE_ID=1757'
'FEATURE_ID=1834'
'FEATURE_ID=2290'
'FEATURE_ID=5607'
'FEATURE_ID=1394'
'FEATURE_ID=1599'
'FEATURE_ID=2167'
'FEATURE_ID=2285'
'FEATURE_ID=1577'
'FEATURE_ID=1854'
'FEATURE_ID=2072'
'FEATURE_ID=1907'
'FEATURE_ID=1839'
'FEATURE_ID=5129'
'FEATURE_ID=1786'
'FEATURE_ID=6578'
'FEATURE_ID=1713'
'FEATURE_ID=1826'
'FEATURE_ID=1740'
'FEATURE_ID=2512'
'FEATURE_ID=1679'
'FEATURE_ID=1392'
'FEATURE_ID=1617'
'FEATURE_ID=1570'
'FEATURE_ID=1398'
'FEATURE_ID=1610'
'FEATURE_ID=873'
'FEATURE_ID=1776'
'FEATURE_ID=2153'
'FEATURE_ID=2312'
'FEATURE_ID=1772'
'FEATURE_ID=5994'
'FEATURE_ID=1365'
'FEATURE_ID=7115'
'FEATURE_ID=5835'
'FEATURE_ID=5905'
'FEATURE_ID=3830'
'FEATURE_ID=3049'
'FEATURE_ID=10397'
'FEATURE_ID=13333'
'FEATURE_ID=10308'
'FEATURE_ID=5676'
'FEATURE_ID=773'
'FEATURE_ID=10040'
'FEATURE_ID=691'
'FEATURE_ID=1207'
'FEATURE_ID=6493'
'FEATURE_ID=791'
'FEATURE_ID=13187'
'FEATURE_ID=3752'
'FEATURE_ID=9988'
'FEATURE_ID=5082'
'FEATURE_ID=2578'
'FEATURE_ID=3603'
'FEATURE_ID=2186'
'FEATURE_ID=6434'
'FEATURE_ID=10356'
'FEATURE_ID=5663'
'FEATURE_ID=1338'
'FEATURE_ID=4911'
'FEATURE_ID=6423'
'FEATURE_ID=5475'
'FEATURE_ID=7416'
'FEATURE_ID=3094'
'FEATURE_ID=3940'
'FEATURE_ID=10467'
'FEATURE_ID=2181'
'FEATURE_ID=3914'
'FEATURE_ID=3365'
'FEATURE_ID=8637'
'FEATURE_ID=3348'
'FEATURE_ID=8411'
'FEATURE_ID=1232'
'FEATURE_ID=1451'
'FEATURE_ID=8663'
'FEATURE_ID=7072'
'FEATURE_ID=814'
'FEATURE_ID=6324'
'FEATURE_ID=5915'
'FEATURE_ID=3798'
'FEATURE_ID=12240'
'FEATURE_ID=6418'
'FEATURE_ID=829'
'FEATURE_ID=10226'
'FEATURE_ID=5843'
'FEATURE_ID=3029'
'FEATURE_ID=2861'
'FEATURE_ID=7086'
'FEATURE_ID=1540'
'FEATURE_ID=3837'
'FEATURE_ID=12192'
'FEATURE_ID=6019'
'FEATURE_ID=589'
'FEATURE_ID=6314'
'FEATURE_ID=8728'
'FEATURE_ID=5464'
'FEATURE_ID=8713'
'FEATURE_ID=10045'
'FEATURE_ID=3965'
'FEATURE_ID=2987'
'FEATURE_ID=3572'
'FEATURE_ID=6100'
'FEATURE_ID=7255'
'FEATURE_ID=12466'
'FEATURE_ID=3542'
'FEATURE_ID=2754'
'FEATURE_ID=3492'
'FEATURE_ID=3289'
'FEATURE_ID=1736'
'FEATURE_ID=5728'
'FEATURE_ID=1332'
'FEATURE_ID=7189'
'FEATURE_ID=11488'
'FEATURE_ID=5600'
'FEATURE_ID=7006'
'FEATURE_ID=481'
'FEATURE_ID=321'
'FEATURE_ID=13080'
'FEATURE_ID=11485'
'FEATURE_ID=8553'
'FEATURE_ID=3695'
'FEATURE_ID=2605'
'FEATURE_ID=12421'
'FEATURE_ID=3225'
'FEATURE_ID=3941'
'FEATURE_ID=12790'
'FEATURE_ID=3963'
'FEATURE_ID=3315'
'FEATURE_ID=1335'
'FEATURE_ID=803'
'FEATURE_ID=8470'
'FEATURE_ID=3788'
'FEATURE_ID=8710'
'FEATURE_ID=6259'
'FEATURE_ID=8671'
'FEATURE_ID=5014'
'FEATURE_ID=2543'
'FEATURE_ID=133'
'FEATURE_ID=6534'
'FEATURE_ID=6432'
'FEATURE_ID=3925'
'FEATURE_ID=3962'
'FEATURE_ID=929'
'FEATURE_ID=6600'
'FEATURE_ID=5181'
'FEATURE_ID=6630'
'FEATURE_ID=7515'
'FEATURE_ID=404'
'FEATURE_ID=6487'
'FEATURE_ID=4858'
'FEATURE_ID=2490'
'FEATURE_ID=1305'
'FEATURE_ID=5437'
'FEATURE_ID=5450'
'FEATURE_ID=8677'
'FEATURE_ID=3095'
'FEATURE_ID=3368'
'FEATURE_ID=7012'
'FEATURE_ID=1172'
'FEATURE_ID=3122'
'FEATURE_ID=3852'
'FEATURE_ID=1186'
'FEATURE_ID=6981'
'FEATURE_ID=1255'
'FEATURE_ID=1219'
'FEATURE_ID=3897'
'FEATURE_ID=7501'
'FEATURE_ID=2815'
'FEATURE_ID=3979'
'FEATURE_ID=6629'
'FEATURE_ID=8629'
'FEATURE_ID=5279'
'FEATURE_ID=10103'
'FEATURE_ID=1086'
'FEATURE_ID=12366'
'FEATURE_ID=2390'
'FEATURE_ID=4646'
'FEATURE_ID=21'
'FEATURE_ID=648'
'FEATURE_ID=3060'
'FEATURE_ID=5673'
'FEATURE_ID=352'
'FEATURE_ID=3942'
'FEATURE_ID=1301'
'FEATURE_ID=1784'
'FEATURE_ID=4263'
'FEATURE_ID=3189'
'FEATURE_ID=1297'
'FEATURE_ID=2936'
'FEATURE_ID=7856'
'FEATURE_ID=3782'
'FEATURE_ID=3270'
'FEATURE_ID=124'
'FEATURE_ID=353'
'FEATURE_ID=10394'
'FEATURE_ID=6518'
'FEATURE_ID=12764'
'FEATURE_ID=1425'
'FEATURE_ID=3565'
'FEATURE_ID=3174'
'FEATURE_ID=12557'
'FEATURE_ID=10257'
'FEATURE_ID=3265'
'FEATURE_ID=2460'
'FEATURE_ID=1013'
'FEATURE_ID=534'
'FEATURE_ID=3335'
'FEATURE_ID=1265'
'FEATURE_ID=778'
'FEATURE_ID=7237'
'FEATURE_ID=1795'
'FEATURE_ID=923'
'FEATURE_ID=3772'
'FEATURE_ID=1108'
'FEATURE_ID=2411'
'FEATURE_ID=6263'
'FEATURE_ID=174'
'FEATURE_ID=4752'
